119.3297 	EXP 	key: autoDraw = False
119.3297 	EXP 	symbol: autoDraw = False
119.3297 	EXP 	key: size = array([794, 173])
119.3297 	EXP 	key: image = 'images/key.JPG'
119.3297 	EXP 	symbol: size = array([107, 110])
119.3297 	EXP 	symbol: image = '5.jpg'
119.3297 	EXP 	key: autoDraw = True
119.3297 	EXP 	symbol: autoDraw = True
120.3088 	EXP 	New trial (rep=0, index=36): OrderedDict([('imgpath', '6.jpg'), ('corrans', ['3'])])
120.3211 	DATA 	Keypress: 2
120.3350 	EXP 	key: autoDraw = False
120.3350 	EXP 	symbol: autoDraw = False
120.3350 	EXP 	key: size = array([794, 173])
120.3350 	EXP 	key: image = 'images/key.JPG'
120.3350 	EXP 	symbol: size = array([101, 106])
120.3350 	EXP 	symbol: image = '6.jpg'
120.3350 	EXP 	key: autoDraw = True
120.3350 	EXP 	symbol: autoDraw = True
121.7678 	EXP 	New trial (rep=0, index=37): OrderedDict([('imgpath', '5.jpg'), ('corrans', ['2'])])
121.7787 	DATA 	Keypress: 3
121.7934 	EXP 	key: autoDraw = False
121.7934 	EXP 	symbol: autoDraw = False
121.7934 	EXP 	key: size = array([794, 173])
121.7934 	EXP 	key: image = 'images/key.JPG'
121.7934 	EXP 	symbol: size = array([107, 110])
121.7934 	EXP 	symbol: image = '5.jpg'
121.7934 	EXP 	key: autoDraw = True
121.7934 	EXP 	symbol: autoDraw = True
122.9960 	EXP 	New trial (rep=0, index=38): OrderedDict([('imgpath', '6.jpg'), ('corrans', ['3'])])
123.0079 	DATA 	Keypress: 2
123.0226 	EXP 	key: autoDraw = False
